smiles,predict_value
O=C(NCc1ccccc1)c1ccccc1C(=O)c1ccc(Cl)cc1,4.540352026283642
O=S(=O)(Oc1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1,5.337041790025799
COc1ccc(C(=O)Oc2ccc(Br)cc2Br)cc1OC,4.934516175478474
COc1ccc(Cl)cc1NC(=O)c1ccc(-c2ccccc2)cc1,5.120001264561807
Cc1ccc(C(=O)Nc2nc3ccccc3s2)cc1,3.920744318768724
O=C(Nc1cccc2cccnc12)c1cccnc1,3.7870955310155363
O=C(Nc1ccc2ccccc2c1)c1cccnc1,3.8627450397099716
O=C(Nc1ccc(Cl)cn1)c1cccc2ccccc12,4.153578997396975
Cc1cc(NC(=O)c2ccc(Cl)cc2)no1,4.314727267134759
O=C(Oc1cccc2cccnc12)c1cccs1,4.675306839910104
COc1cc(-c2nnc3n2N=C(c2ccccc2)CS3)cc(OC)c1OC,5.948035394768167
O=C(Nc1cccnc1Cl)c1ccncc1,4.379277594331309
O=C(NCCN1CCOCC1)c1ccncc1,3.161020091856222
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)no1,5.430272621566561
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccco3)cc2)no1,5.1468684250827605
Cc1cc(C)nc(NC(=O)c2ccc(Cl)cc2)n1,3.7824557913954395
O=C(NCCN1CCOCC1)c1ccccc1Cl,3.323058390286757
O=C(Cc1ccccc1)Nc1ccc(Cl)cn1,4.0212122114129025
Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)n1,4.853572577334881
O=C(OC(C(=O)c1ccccc1)c1ccccc1)c1cccc2ccccc12,4.3484033574153305
COc1ccc(C(=O)OC2CCN(C)CC2)cc1,3.5138914717156853
CCc1nnc2sc(-c3ccc(OC)cc3)nn12,5.191489777178664
COc1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1,5.219759385784303
COc1ccc(-c2nn3c(-c4ccc(Cl)cc4)nnc3s2)cc1,5.580747449420326
Cc1cccc(C(=O)N2CCCCC2)c1,3.789818235679576
O=C(c1cccs1)N1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1,4.948612791884118
O=C(Nc1ccc(Cl)cn1)C(c1ccccc1)c1ccccc1,3.945916951980591
c1ccc(C2=NC(c3ccccc3)N=C2c2ccccc2)cc1,4.509547586092689
Cc1ccnc(NC(=O)c2ccccc2NC(=O)c2ccccc2)c1,4.513944568121884
Cc1ccccc1S(=O)(=O)Oc1ccc(-c2ccccc2)cc1,5.067541911771568
COc1ccc(NC(=O)CCN2CCCCC2)cc1,3.8086409381894892
Cn1c(COc2ccc(Cl)cc2)nc2ccccc21,5.364155871122214
CCCOc1cc(-c2ccccc2)nc(N)n1,4.585900531443391
CCn1c(COc2ccc(Cl)cc2)nc2ccccc21,5.5207451656908155
O=C(C=C1NCCN1)c1ccccc1,3.8177646265538843
COc1cc(-c2ccc(C)cc2)nc(N)n1,4.1681108747796785
COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,4.660641244425218
COc1ccc(C(=O)Nc2nc3ccccc3s2)c(OC)c1,4.8954970892668985
COc1ccc(C(=O)Nc2nccs2)c(OC)c1,4.566623650263226
COc1cc(C(=O)OC2CCN(C)CC2)cc(OC)c1OC,3.8443568029687816
Cc1cccc(C(=O)Nc2ccc(Cl)cn2)c1,4.088794817957826
Cc1cccc(-c2nn3c(-c4cccnc4)nnc3s2)c1,4.654209549843469
COc1cccc(C(=O)Nc2cccnc2Cl)c1,5.006707046794444
COc1ccc(C(=O)Nc2cc(Cl)ccc2OC)c(OC)c1,5.266245197709337
COc1ccccc1C(=O)Nc1nc2ccccc2s1,4.731261914729347
Cc1ccc(-c2nn3c(-c4cccnc4)nnc3s2)cc1C,4.662764384440846
O=C(Nc1ccccn1)c1ccccc1C(=O)c1ccc(Cl)cc1,4.664057700281505
COc1cc(-c2n[nH]c(=S)n2/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cc(OC)c1OC,5.775973991428033
Cc1cc(OC(=O)/C=C/c2ccccc2[N+](=O)[O-])cc(C)c1Cl,5.449988472134129
Cc1cccc(NC(=O)c2cccnc2)n1,3.587643410187414
Cc1ccc(C(=O)Nc2nc(C)cc(C)n2)cc1,3.4510238689634
O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccc(F)c1,4.514985722510204
O=C(Cc1ccccc1)NC1=NCCS1,3.789770828839204
COc1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,4.942350727532857
O=C(NC1=NCCS1)c1cccc2ccccc12,4.395609118034912
O=C(CCCC(=O)Nc1nccs1)Nc1nccs1,4.2014367500645555
COc1ccc(/C=C/C(=O)c2ccccc2N)cc1OC,4.7266861307663595
CCCOc1cc(-c2ccc(OC)cc2)nc(N)n1,5.246901970598353
O=C(c1ccco1)N1CCN(Cc2cccc(Cl)c2)CC1,4.187838219165498
CCCCC(=O)Nc1nc2c(C)cccc2s1,4.5307162861602235
Brc1ccc(-c2nn3c(Cn4nnc5ccccc54)nnc3s2)cc1,5.067335375295779
CCCCC(=O)Nc1nnc(C)s1,4.5647472771379665
CCCc1nnc2n1N=CCS2,4.540769130951036
Brc1ccc(Nc2nnc(-c3ccncc3)s2)cc1,4.394518302003405
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc([N+](=O)[O-])cc1,4.769961972396923
Nc1nc(Cl)cc(N2CCOCC2)n1,4.023502068186721
COc1ccc(C(=O)Nc2ccc3c(c2)Cc2ccccc2-3)cc1,4.292902575985186
O=C(C(C(=O)c1ccccc1)=C1SCCS1)c1ccccc1,4.682233738758285
Clc1ccc2c(NCCN3CCN(CCN4CCCC4)CC3)ccnc2c1,3.2766371939526215
O=S(=O)(Oc1ccccn1)c1ccc(Br)cc1,4.962164332678611
COc1ccccc1OC(=O)c1cccs1,4.840319865511955
O=[N+]([O-])c1cc2c(cc1C1OCCO1)OCO2,4.860364414921401
CCCc1nnc2n1NC(c1ccc(N(C)C)cc1)S2,4.410214973888248
Cc1nc2ccccc2s1,3.9409610531115113
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,4.657503254372968
N#Cc1cc(-c2ccc([N+](=O)[O-])cc2)n2ccccc12,5.154708472933465
CC1(C)OC(C)(C)/C(=C\Nc2cc3ccccc3cc2[N+](=O)[O-])C1=O,5.586035884523907
CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCN(c2cc(OCC)c([N+](=O)[O-])cc2OCC)CC1,5.26438510452727
CC1(C)OC(=O)C(=C2CCCCCN2)C(=O)O1,4.9562894762449545
CC1(C)OC(=O)C(=C2CCCCN2)C(=O)O1,4.867844672088494
CC1(C)OC(=O)C(=C2CCCN2)C(=O)O1,4.987356103200016
C/C(CC(C)C)=N/NC(=S)SCN1C(=O)C2CCC(C)(C1=O)C2(C)C,5.965238733477028
O=C(c1ccccc1)C1C(c2ccc(Cl)cc2)C1c1ccc([N+](=O)[O-])cc1,5.3090257799936
CN(C)c1ccc(C2C(C(=O)c3ccco3)C2c2ccc(Cl)cc2)cc1,4.780836863523989
Cc1ccccc1N1C(=O)CSC1=S,4.2303745062147415
c1cncc(-c2nnc3n2CCCS3)c1,4.84261952184248
O=C(COc1ccc(OCC(=O)Oc2c(Br)cc(Br)c3cccnc23)cc1)Oc1c(Br)cc(Br)c2cccnc12,4.935529344156699
Cc1ccc(C)c(OCC(=O)OCC(=O)c2ccc(Cl)cc2)c1,4.963055875200536
Brc1ccc(/C=C/c2nc3cc(-c4ccccc4)ccc3o2)cc1,4.804008018225803
Clc1ccc(/C=C/c2nc3cc(-c4ccccc4)ccc3o2)cc1Cl,5.169939471165654
Fc1cccc(-c2nc3cc(-c4ccc5oc(-c6cccc(F)c6)nc5c4)ccc3o2)c1,4.8275899802568025
Brc1ccc(-c2nnc(-c3ccc(-c4ccccc4)cc3)o2)cc1,4.731839070278831
CC(/C=C\c1ccccc1)=N\NC(=S)SCN1C(=O)C2CCC(C)(C1=O)C2(C)C,6.103498367609988
COc1ccc(/C(C)=N/NC(=S)SCN2C(=O)C3CCC(C)(C2=O)C3(C)C)cc1,6.081841017120785
COc1ccc(/C=N/NC(=S)SCN2C(=O)c3ccccc3C2=O)cc1,5.722842266335025
O=C1c2ccccc2C(=O)N1CSC(=S)N/N=C/c1ccccc1Cl,5.793874604408549
O=c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)nc(-c2ccccc2)[nH]1,5.141003727764667
COc1ccc(-c2[nH]c(C)c(C(C)=O)c2C)cc1,4.77194237317546
CN1c2ccccc2C(C)(C)C12Oc1ccc3ccccc3c1N=C2c1ccccc1,5.132598927263218
CC(=O)Nc1ccc([N+](=O)[O-])cn1,4.499880506143099
CC(=O)Nc1ccc(Oc2ccccc2)cc1,4.07387601604054
COc1ccc(Cl)cc1NC(=O)CCC(=O)O,5.191190208433493
COc1ccc(Cl)cc1NC(=O)c1ccccc1C(=O)O,5.039856478181966
O=C(O)c1ccccc1C(=O)Nc1cccnc1Cl,4.916425759176998
O=C(O)c1ccccc1C(=O)Nc1ccc(Cl)cn1,4.809303988831551
O=C(O)c1ccccc1C(=O)Nc1ccc(Oc2ccccc2)cc1,4.577461279634668
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,4.8682657133817475
O=C(Nc1cccnc1Cl)c1ccc([N+](=O)[O-])c(Cl)c1,5.190874328506901
CC(=O)Nc1ccc(OC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,5.42032552670909
O=C(Nc1cccnc1Cl)c1ccc(Cl)c([N+](=O)[O-])c1,5.190874328506901
COc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,5.290450617761195
O=C(Nc1cccnc1Cl)c1ccc(-c2ccccc2)cc1,5.167108588479034
O=C(Nc1ccncc1)c1ccc(-c2ccccc2)cc1,4.268774619177237
Cc1cc(C)nc(NC(=O)c2ccc(-c3ccccc3)cc2)n1,4.051901177278069
O=C(NC1=NCCS1)c1ccc(-c2ccccc2)cc1,4.633124821433645
COc1ccc(C(=O)Nc2ccccn2)cc1,4.106937810274162
COc1ccc(C(=O)Nc2cc(C)on2)cc1,4.392291178431423
COc1ccc(C(=O)NC2=NCCS2)cc1,4.555378772595893
O=C(CCCCCCCCCCCNC(=O)c1ccccc1)Nc1nncs1,4.558252271160136
COc1ccc(Cl)cc1NC(=O)c1ccccc1,4.722383671019495
Cc1ccc(C(=O)Nc2nc3ccccc3s2)cc1C,4.353027070742671
Cc1cc(NC(=O)c2ccc(C)c(C)c2)no1,4.501473208884198
O=C(Nc1ncccn1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],4.7672141065311635
Cc1cccc(C(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)c1,5.312920270601379
Cc1ccccc1C(=O)Nc1nc2ccccc2s1,4.39941682164016
O=C(Nc1ccncc1)c1ccccc1[N+](=O)[O-],4.899506974069787
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1[N+](=O)[O-],5.064404801327558
COc1cccc(C(=O)Oc2ccc(NC(C)=O)cc2)c1,4.762724709800709
CCc1ccc(C(=O)Nc2ccccn2)cc1,4.084163785930616
O=C(Nc1ccccc1)c1cccc2ccccc12,3.805130977707729
O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccc2ccccc12,4.0738029678854755
Cc1ccc(NC(=O)c2cccc(Cl)c2)c([N+](=O)[O-])c1,5.231187348171943
O=C(Nc1nncs1)c1cccc(Cl)c1,4.019504065535378
O=C(Nc1cccnc1Cl)c1ccc(Cl)cc1,4.4823218381983505
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1Cl,4.618410831070079
Cc1ccc(NC(=O)/C=C/c2ccccc2)c([N+](=O)[O-])c1,5.058427253264153
COc1cc(C(=O)Nc2ccc(Oc3ccccc3)cc2)cc(OC)c1OC,4.942350727532857
Cc1ccccc1OCC(=O)Nc1ccccc1NC(=O)COc1ccccc1C,5.550525874946405
O=C(COc1ccc(Cl)cc1)Nc1ccc(NC(=O)COc2ccc(Cl)cc2)cc1,4.941140474112435
Cc1ccccc1OCC(=O)Nc1ccc(-c2ccc(NC(=O)COc3ccccc3C)cc2)cc1,5.518499809326337
O=C(NC(=S)Nc1cccc([N+](=O)[O-])c1)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,5.450169162040944
O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1ccccc1,5.280371155680352
COc1ccc(C(=O)Oc2ccc(/C=N/Nc3ccccc3)cc2OC)cc1OC,5.347555687200169
CCOC(=O)c1c(C(=O)OCC)c(C)n(-c2ccc(-c3ccc(-n4c(C)c(C(=O)OCC)c(C(=O)OCC)c4C)cc3)cc2)c1C,5.139294746438081
COc1cc(/C=N/Nc2ccccc2)ccc1OC(=O)c1ccc(C)c(C)c1,5.282898232401606
CCOC(=O)c1c(C(=O)OCC)c(C)n(-c2cccc(-n3c(C)c(C(=O)OCC)c(C(=O)OCC)c3C)c2)c1C,5.104934298894665
COc1ccc(-n2c(S)nnc2-c2ccccc2)cc1,5.523055295781912
CCOC(=O)c1cc(-c2ccc(OC)cc2)oc1C,5.195668663378566
COc1cc(/C=N/Nc2ccccc2)ccc1OC(=O)c1ccc2ccccc2c1,5.019106457771328
COc1cc(/C=N/Nc2ccccc2)ccc1OS(=O)(=O)c1ccc(C)cc1,5.363738309328365
COc1ccc(/C=C/C(=O)Oc2ccc(/C=N/Nc3ccccc3)cc2OC)cc1,5.321008676870423
O=[N+]([O-])c1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1C1(c2ccccc2[N+](=O)[O-])N=C(c2ccccc2)C(c2ccccc2)=N1,5.676464589312076
O=[N+]([O-])c1cccc(-c2nnc(-c3cccc([N+](=O)[O-])c3)o2)c1,5.145469397864738
CC(=O)c1c(C)n(C)c2ccccc12,4.2624087920097224
Cc1cccc(-c2nnc(-c3cccc(C)c3)o2)c1,4.4171919525300485
Sc1nnc(-c2ccccc2)n1-c1ccc(Br)cc1,5.267020940232683
O=C(Nc1nnn[nH]1)c1cccc([N+](=O)[O-])c1,4.493909871259644
O=C(Nc1nncs1)c1cccnc1Cl,4.441224405400769
Cc1cccc(C(=O)Nc2ccccc2C(=O)NCCN2CCOCC2)c1,4.131794425147036
O=[N+]([O-])c1ccc(OCCn2cncn2)cc1,5.103199633205641
COc1cc(-c2nnc3sc(-c4ccccc4Cl)nn23)cc(OC)c1OC,5.8280057326420955
O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)c1cc2ccccc2oc1=O,5.477282493157018
Sc1nnc(-c2ccccc2)n1/N=C/c1ccc(-c2ccc(Br)cc2)o1,5.659722551289621
CCc1n[nH]c(=S)n1NC(=O)c1ccc([N+](=O)[O-])cc1,5.54306339389822
COc1ccc(/C=N/n2c(S)nnc2-c2ccccc2)cc1,5.81058611540863
COc1cccc(C(=O)Nc2nc3ccccc3s2)c1,4.492170301257733
COc1ccc(C(=O)Nc2nncs2)c(OC)c1,5.082334226284759
O=C(Nc1nnn[nH]1)C1c2ccccc2Oc2ccccc21,4.276170727661302
Cc1cc(C)nc(NC(=O)C2c3ccccc3Oc3ccccc32)n1,4.415205809890489
COc1ccc(-c2nn3c(C)nnc3s2)cc1,5.057543570735909
O=C(Nc1ccccc1C(=O)NC1=NCCS1)c1ccc(Cl)cc1,5.170190288158246
COc1ccc(-c2nn3c(-c4cc(OC)c(OC)c(OC)c4)nnc3s2)cc1,5.651632085488261
O=C(Nc1ncccn1)C1c2ccccc2Oc2ccccc21,4.001972890084978
Clc1ccc(-c2ccc(-c3nn4c(-c5ccccc5)nnc4s3)o2)cc1,5.190383890659279
O=C(Nc1nc2ccccc2s1)c1ccccc1C(=O)c1ccc(Cl)cc1,4.901178123533379
O=C(Nc1nncs1)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,5.19934574065281
Cc1nnc2n1N=C(c1ccccc1)CS2,5.105188554689528
CCCCCCCCCCCCN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,5.661702944351517
O=C1C(=C2SCCS2)CC/C1=C\c1ccco1,4.785943692204603
CC1=Cc2cc([N+](=O)[O-])ccc2SC12N(C)c1ccccc1C2(C)C,5.030956095630088
COc1ccc(NC(=O)CSc2nnc(SC)s2)cc1,5.081070865195193
CCCOC(=O)C1=C(C)NC(=S)NC1c1ccccc1,4.613299839077607
O=C(N/N=C/c1coc2ccc(Cl)cc2c1=O)c1ccccc1O,5.587038236784098
CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC)C1c1ccccc1,4.850589424837715
CC1=C(C(=O)OC(C)C)C(c2ccccc2)NC(=S)N1,4.633387228417478
Cc1c(NC(=O)c2ccco2)c(=O)n(-c2ccccc2)n1C,5.616329876316109
CCn1c2ccccc2c2cc(/C=N/NC(=O)c3ccccc3)ccc21,5.332302238599076
Cc1cccc(Cn2cc([N+](=O)[O-])nc2C)c1,4.910153494639778
O=C(CCCc1c[nH]c2ccccc12)Nc1cccc2cccnc12,4.056500937227966
CCOC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2)c1,4.959606660610042
COc1cc(-c2nnc(S)o2)cc(OC)c1OC,5.415839355262773
CC(=O)N1N=C2/C(=C/c3ccc(Cl)cc3)CCCC2C1c1ccc(Cl)cc1,6.252534503734269
COc1cc(/C=N/n2c(C)nnc2S)ccc1O,5.474328318429612
CN(C)c1ccc(/C=N/n2c(S)nnc2-c2ccccc2)cc1,4.642974125617795
Sc1nnc(-c2ccccc2)n1/N=C/c1ccc(-c2ccccc2Cl)o1,5.810524933574536
O=C(CSc1nc2ccccc2s1)Nc1cccc(Cl)c1,4.393808904905791
Clc1ccccc1-c1nn2c(-c3ccncc3)nnc2s1,5.266635771185704
Cc1ccccc1NCN1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O,4.839807261045323
Cc1cccc2sc(NC(=O)c3ccccc3Cl)nc12,4.632371710777805
Cc1ccc(C(=O)C(C(=O)/C=C/c2ccccc2)=C2SCCCS2)cc1,4.600053511429612
O=C(/C=C/C=C/c1ccccc1)C(C(=O)c1ccccc1)=C1SCCCCS1,4.55326635932155
CCCCC(=O)Nc1cc2c(cc1C(C)=O)OCO2,5.828412141644581
CC(=O)c1cc2c(cc1NC(=O)c1ccccc1Cl)OCO2,5.124107989381802
COc1cccc(CN2CCN(C(=O)c3cccs3)CC2)c1,4.94982137739829
S=C1NC2=C(CCC/C2=C\c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1,4.534271328254922
COc1ccc(/C=C2\CCCC3=C2N=c2s/c(=C\C=C\c4ccccc4)c(=O)n2C3c2ccc(OC)cc2)cc1,6.043391587601014
COc1ccc(/C=C2\CCCC3=C2N=c2s/c(=C\c4ccc(Br)cc4)c(=O)n2C3c2ccc(OC)cc2)cc1,6.120887164000557
O=C(Nc1nc(=O)[nH]s1)c1ccc([N+](=O)[O-])cc1,5.1596615496571205
Sc1nnc(-c2ccncc2)n1-c1ccc(Cl)cc1,5.435107694865834
O=C(O)C(C(=O)/C=C/c1cccc(O)c1)=C1SCCS1,4.768093698688559
Cc1ccc(/N=N/c2cc(Br)c(=O)c3occ(C)c3c2)cc1,5.108978581136686
COc1ccc(/N=N/c2cc(Br)c(=O)c3occ(C)c3c2)cc1,5.207966409022111
CN1C2CCC1/C(=C\c1ccccc1Cl)C(=O)/C2=C\c1ccccc1Cl,5.145383993881077
Cc1n[nH]c(=S)n1/N=C/c1ccc([N+](=O)[O-])cc1,4.9617570791883185
COc1ccc(/C=C2\CCCC3C2=NC(=S)NC3c2ccc(OC)cc2)cc1,5.232867771224185
O=C1CSC2=NC3=C(CCC/C3=C\c3ccc(Br)cc3)C(c3ccc(Br)cc3)N12,5.313362947582821
O=c1/c(=C\c2ccc(-c3ccc(Cl)cc3)o2)sc2n1C(c1ccccc1)C1=C(N=2)/C(=C/c2ccccc2)CCC1,6.13495773994374
COc1ccc(/C=C2\CCCC3=C2N=c2s/c(=C\c4ccc(Cl)cc4)c(=O)n2C3c2ccc(OC)cc2)cc1,6.296307216834954
COc1ccc(/C=C2\CCCC3=C2N=c2s/c(=C\c4ccc5c(c4)OCO5)c(=O)n2C3c2ccc(OC)cc2)cc1,5.996167715363289
COc1ccc(/C=C2\CCCC3=C2N=c2s/c(=C\c4cccc([N+](=O)[O-])c4)c(=O)n2C3c2ccc(OC)cc2)cc1,6.144810958577231
Cc1ccc(-n2c(-c3ccncc3)n[nH]c2=S)cc1,4.9833547896442605
CCCCCCCCN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3ccc(O)cc13)O2,5.540358660574279
CN(C)c1ccc(/C=C/C(=O)C(C(=O)c2ccccc2)=C2SCCCCS2)cc1,4.698649740085955
Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccccc1C(=O)O)c1c(C)[nH]n(-c2ccccc2)c1=O,5.594835174028003
Cc1cc(OC(=O)c2ccccc2Cl)c(C(C)C)cc1C1(c2cc(C(C)C)c(OC(=O)c3ccccc3Cl)cc2C)C(=O)c2ccccc21,5.619859978368326
N#Cc1ccc(/C=C/C(=O)c2ccco2)cc1,4.284154331701374
O=C(/C=C/c1ccc(F)cc1)c1cccc([N+](=O)[O-])c1,5.152485847729944
N#Cc1ccc(C=C2c3ccccc3-c3ccccc32)cc1,4.235155329138799
OCCCNc1ccnc2cc(Cl)ccc12,3.9861214081076266
Cc1cc(Cc2ccc(N3C(=O)c4cccc(Cl)c4C3=O)c(C)c2)ccc1N1C(=O)c2cccc(Cl)c2C1=O,5.514947663780513
CCOC(=O)/C(C(C)=O)=C1\SCC(C)S1,5.1524732805652675
O=C(/C=C/c1ccccc1[N+](=O)[O-])C(C(=O)c1ccccc1)=C1SCCS1,5.282249480959998
O=C(/C=C/c1ccccc1[N+](=O)[O-])C(C(=O)c1ccccc1)=C1SCCCS1,5.071824395973282
O=C(O)C(C(=O)/C=C/c1ccccc1[N+](=O)[O-])=C1SCCS1,5.168981208394096
CC(C)NC(=O)c1nn(C)c2ccccc12,4.288790032057909
Cc1ccc(OCc2nnc(NC(=O)c3ccc(Br)cc3)s2)cc1,5.455171599831458
Cc1ccc(C)c(OC(=O)c2ccncc2)c1,4.494579692964024
Cc1ccccc1S(=O)(=O)Nc1cccc2cccnc12,4.691727842660878
Fc1ccc(CSC(=S)N2CCC3(CC2)OCCO3)cc1,3.819496861781605
S=C(SCCCCOc1ccccc1)N1CCC2(CC1)OCCO2,3.967946467817228
CC1CS/C(=C(/C(=O)/C=C/c2ccc3c(c2)OCO3)C(=O)c2ccccc2)S1,5.1787142195264835
CCN(CC)c1ccc(P(=O)(c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)cc1,4.276463931520238
COc1ccc(C2NC(=S)NC(C)=C2C(=O)Nc2ccccc2Cl)cc1OC,5.646011278368304
CN1C(=O)N(C)C2(Nc3ccccc3N(C)C2=O)C1=O,4.312971707312578
CCCC#Cc1ccc(C#Cc2ccc(SCCCC)s2)cc1,4.599477169927679
CCCCSc1ccc(C#Cc2ccc(F)c(F)c2)cc1,4.744018383767761
O=C(NCCCCO)c1cc([N+](=O)[O-])ccc1Cl,4.797256069772429
CN(CCCl)Cc1cc2cc(I)ccc2s1,4.287439343137541
O=C1C2C3C=CC(C3)C2C(=O)N1OS(=O)(=O)c1ccccc1[N+](=O)[O-],5.162615799957886
CN1C(=O)C(CC(=O)c2ccc(Br)cc2)c2ccccc21,4.90797231882741
Brc1cc2c(cc(Br)c3ccccc32)s1,4.4223367346310605
C=CCCSc1ccc(-c2ccc(C#N)c(F)c2)cc1,4.838065723184048
c1ccc(/N=N\c2nc3ccccn3c2-c2ccccc2)cc1,5.127717937535556
Cc1cc(C)c(S(=O)(=O)ON2C(=O)CC(CC3=CCC4CC3C4(C)C)C2=O)c(C)c1,5.36078461148006
